name,url,state,court_type,category,notes
Middle District - Home Page (News),https://www.gamd.uscourts.gov/,GA,federal,all,Group: GA USDC
Middle District - Local Rules,https://www.gamd.uscourts.gov/local-rules,GA,federal,all,Group: GA USDC
Middle District - General Orders,https://www.gamd.uscourts.gov/court-info/local-rules-and-orders/general-orders,GA,federal,all,Group: GA USDC
Northern District - Home Page (News),https://www.gand.uscourts.gov/,GA,federal,all,Group: GA USDC
Northern District - Local Rules,https://www.gand.uscourts.gov/court-info/local-rules-and-orders/local-rules,GA,federal,all,Group: GA USDC
Northern District - General Orders,https://www.gand.uscourts.gov/court-info/local-rules-and-orders/general-orders,GA,federal,all,Group: GA USDC
Rules of the Supreme Court,https://www.gasupreme.us/rules/,GA,appellate,all,Group: GA Appellate Courts
Supreme Court - Holiday Schedule,https://www.gasupreme.us/court-information/holidays-2/,GA,appellate,all,Group: GA Appellate Courts
Supreme Court - Home Page,https://www.gasupreme.us/,GA,appellate,all,Group: GA Appellate Courts
Rules of Court - Amendments,https://www.courts.state.hi.us/legal_references/rules/rulesofcourtamendments,HI,state,all,Group: HI State
Rules of Court,https://www.courts.state.hi.us/legal_references/rules/rulesOfCourt,HI,state,all,Group: HI State
Hawaii State Judiciary,https://www.courts.state.hi.us/,HI,state,all,Group: HI State
Holiday Schedule,https://histatelawlibrary.com/about/hawaii-state-holiday-schedule/,HI,state,all,Group: HI State
Rules of Civil Procedure,https://isc.idaho.gov/ircp-new,ID,state,all,Group: ID State
Rules of Family Law Procedure,https://isc.idaho.gov/irflp,ID,state,all,Group: ID State
Rules of Court - Recent Amendments,https://isc.idaho.gov/recent-amendments,ID,state,all,Group: ID State
Idaho Secretary of State,https://sos.idaho.gov/,ID,state,all,Group: ID State
Holiday Schedule,https://sos.idaho.gov/state-holidays/,ID,state,all,Group: ID State
Northern District - General Orders,https://www.ilnd.uscourts.gov/GeneralOrders.aspx,IL,federal,all,Group: IL USDC
Northern District - Home Page (News),https://www.ilnd.uscourts.gov/,IL,federal,all,Group: IL USDC
Northern District - Local Patent Rules,https://www.ilnd.uscourts.gov/rules.php#Local_Patent_Rules1,IL,federal,all,Group: IL USDC
Northern District - Local Rules,https://www.ilnd.uscourts.gov/LandingPage.php?page=local_rules,IL,federal,all,Group: IL USDC
Northern District - Local Rules (PDF),https://www.ilnd.uscourts.gov/_assets/_documents/_rules/LRRULES.pdf,IL,federal,all,Group: IL USDC
Central District - Home Page (News),https://www.ilcd.uscourts.gov/,IL,federal,all,Group: IL USDC
Central District - Local Rules,https://www.ilcd.uscourts.gov/local-rules,IL,federal,all,Group: IL USDC
Central District - Holiday Schedule,https://www.ilcd.uscourts.gov/court-info/court-holidays,IL,federal,all,Group: IL USDC
Central District - Local Rules (PDF),https://www.ilcd.uscourts.gov/sites/ilcd/files/March%202025%20Version%20FINAL_0.pdf,IL,federal,all,Group: IL USDC
Southern District - Home Page (News),https://www.ilsd.uscourts.gov/,IL,federal,all,Group: IL USDC
Southern District - Local Rules,https://www.ilsd.uscourts.gov/local-court-rules,IL,federal,all,Group: IL USDC
Southern District - Administrative Orders,https://www.ilsd.uscourts.gov/administrative-orders,IL,federal,all,Group: IL USDC
Southern District - Holiday Schedule,https://www.ilsd.uscourts.gov/court-info/court-holidays,IL,federal,all,Group: IL USDC
Southern District - Local Rules (PDF),https://www.ilsd.uscourts.gov/sites/ilsd/files/LocalRules.pdf,IL,federal,all,Group: IL USDC
Local Rules,http://ksd.uscourts.gov/index.php/local-rules/,KS,federal,all,Group: KS USDC
Holiday Schedule,http://ksd.uscourts.gov/node/26,KS,federal,all,Group: KS USDC
Home Page (News),https://ksd.uscourts.gov/,KS,federal,all,Group: KS USDC
Rules of Court,https://kscourts.gov/Rules-Orders/Rules,KS,state,all,Group: KS State
Kansas Judicial Branch,https://kscourts.gov/,KS,state,all,Group: KS State
Holiday Schedule,https://kscourts.gov/Footer/Holiday-Schedule,KS,state,all,Group: KS State
Local Rules of Practice,https://kycourts.gov/Courts/Pages/Rules-of-Practice.aspx,KY,state,all,Group: KY State
Holiday Schedule,https://kycourts.gov/AOC/Careers/Pages/default.aspx,KY,state,all,Group: KY State
Administrative Orders,https://kycourts.gov/Courts/Supreme-Court/Pages/Administrative-Orders.aspx,KY,state,all,Group: KY State
Kentucky Judicial Branch,https://kycourts.gov/Pages/index.aspx,KY,state,all,Group: KY State
Middle District - Local Rules and Orders,https://www.lamd.uscourts.gov/court-info/local-rules-and-orders,LA,federal,all,Group: LA USDC
Middle District - Home Page (News),https://www.lamd.uscourts.gov/,LA,federal,all,Group: LA USDC
Middle District - Holiday Schedule,https://www.lamd.uscourts.gov/court-holidays,LA,federal,all,Group: LA USDC
Eastern District - Home Page (News),https://www.laed.uscourts.gov/,LA,federal,all,Group: LA USDC
Eastern District - Local Rules,https://www.laed.uscourts.gov/attorney-information/rules-and-orders/local-rules,LA,federal,all,Group: LA USDC
Eastern District - Holiday Schedule,https://www.laed.uscourts.gov/court-info/court-holidays,LA,federal,all,Group: LA USDC
Western District - Home Page (News),https://www.lawd.uscourts.gov/,LA,federal,all,Group: LA USDC
Western District - Local Rules,https://www.lawd.uscourts.gov/local-rules,LA,federal,all,Group: LA USDC
Western District - Holiday Schedule,https://www.lawd.uscourts.gov/court-info/court-holidays,LA,federal,all,Group: LA USDC
Local Rules,https://www.med.uscourts.gov/local-rules,ME,federal,all,Group: ME USDC
Home Page (News),https://www.med.uscourts.gov/,ME,federal,all,Group: ME USDC
Rules of Court,https://www.courts.maine.gov/rules/index.html,ME,state,all,Group: ME State
Holiday Schedule,https://www.courts.maine.gov/courts/schedules/holidays.html,ME,state,all,Group: ME State
Maine Judicial Branch,https://www.courts.maine.gov/,ME,state,all,Group: ME State
Proposed Amendments,https://www.mdd.uscourts.gov/local-rules-amendments,MD,federal,all,Group: MD USDC
Home Page (News),https://www.mdd.uscourts.gov/,MD,federal,all,Group: MD USDC
Local Rules,https://www.mdd.uscourts.gov/local-rules,MD,federal,all,Group: MD USDC
Rules of Civil Procedure,https://www.mass.gov/law-library/massachusetts-rules-of-civil-procedure,MA,state,all,Group: MA State
Standing Orders,https://www.mass.gov/law-library/massachusetts-district-court-standing-orders,MA,state,all,Group: MA State
Holiday Schedule,https://www.mass.gov/service-details/trial-court-legal-holidays,MA,state,all,Group: MA State
Rule Changes,https://www.mass.gov/service-details/rule-changes-and-invitations-to-comment-on-proposed-rules-and-amendments,MA,state,all,Group: MA State
Massachusetts Judicial Branch,https://www.mass.gov/topics/judicial-branch,MA,state,all,Group: MA State
Massachusetts Legislature,https://malegislature.gov/,MA,state,all,Group: MA State
Uniform Probate Code,https://malegislature.gov/Laws/GeneralLaws/PartII/TitleII/Chapter190B,MA,state,all,Group: MA State
Holiday Schedule,https://courts.michigan.gov/courts/court-holidays/,MI,state,all,Group: MI State
Rules of Civil Procedure,https://courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/court-rules-book-ch-2-responsive-html5.zip/index.html,MI,state,all,Group: MI State
Rules of Court,https://courts.michigan.gov/rules-administrative-orders-and-jury-instructions/proposed-adopted/michigan-court-rules/,MI,state,all,Group: MI State
Michigan Judicial Branch,https://courts.michigan.gov/,MI,state,all,Group: MI State
Rules of Court,https://mncourts.gov/SupremeCourt/Court-Rules.aspx,MN,appellate,all,Group: MN State
Recent Rules Orders,https://mncourts.gov/SupremeCourt/Court-Rules/Recent-Rules-Orders.aspx,MN,appellate,all,Group: MN State
Holiday Schedule,https://mncourts.gov/about-the-courts/overview/holidays.aspx,MN,state,all,Group: MN State
Minnesota Judicial Branch,https://mncourts.gov/,MN,state,all,Group: MN State
Northern District - Local Rules and Orders,https://www.msnd.uscourts.gov/court-info/local-rules-and-orders,MS,federal,all,Group: MS USDC
Northern District - Holiday Schedule,https://www.msnd.uscourts.gov/court-holidays,MS,federal,all,Group: MS USDC
Northern District - Home Page (News),https://www.msnd.uscourts.gov/,MS,federal,all,Group: MS USDC
Northern District - Local Rules (PDF),https://www.msnd.uscourts.gov/sites/msnd/files/forms/2024%20Local%20Civil%20Rules%20MSSD%20MSND_12.1.2024.pdf,MS,federal,all,Group: MS USDC
Southern District - Home Page (News),https://www.mssd.uscourts.gov/,MS,federal,all,Group: MS USDC
Southern District - Local Rules and Orders,https://www.mssd.uscourts.gov/court-info/local-rules-and-orders,MS,federal,all,Group: MS USDC
Southern District - Holiday Schedule (2026),https://www.mssd.uscourts.gov/sites/mssd/files/holidays.pdf,MS,federal,all,Group: MS USDC
Holiday Schedule,https://courts.ms.gov/research/statelibrary/holidays.php,MS,state,all,Group: MS State
Rule Amendments,https://courts.ms.gov/research/rules/ruleamendments/ruleamendments.php,MS,state,all,Group: MS State
Mississippi Judiciary Branch,https://courts.ms.gov/,MS,state,all,Group: MS State
Missouri Judicial Branch,https://www.courts.mo.gov/,MO,state,all,Group: MO State
Office of Administration,https://oa.mo.gov/,MO,state,all,Group: MO State
Holiday Schedule,https://oa.mo.gov/commissioner/state-holidays,MO,state,all,Group: MO State
Rules of Civil Procedure,https://www.leg.state.nv.us/Division/Legal/LawLibrary/CourtRules/NRCP.html,NV,state,all,Group: NV State
Holiday Schedule,https://www.leg.state.nv.us/NRS/NRS-236.html,NV,state,all,Group: NV State
Rules Governing Alternative Dispute Resolution,https://www.leg.state.nv.us/Division/Legal/LawLibrary/CourtRules/RGADR.html,NV,state,all,Group: NV State
Nevada Judicial Branch,https://nvcourts.gov/,NV,state,all,Group: NV State
Nevada Legislature,https://www.leg.state.nv.us/,NV,state,all,Group: NV State
Local Rules,https://www.nhd.uscourts.gov/local-rules-0,NH,federal,all,Group: NH USDC
Home Page (News),https://www.nhd.uscourts.gov/,NH,federal,all,Group: NH USDC
Rules of Court,https://www.courts.state.nh.us/rules/index.htm,NH,state,all,Group: NH State
New Hampshire Judicial Branch,https://www.courts.nh.gov/,NH,state,all,Group: NH State
Holiday Schedule,https://www.courts.nh.gov/your-visit/court-holidays,NH,state,all,Group: NH State
Rules of Court,https://www.njcourts.gov/attorneys/rules-of-court,NJ,state,all,Group: NJ State
New Jersey Judicial Branch,https://www.njcourts.gov/,NJ,state,all,Group: NJ State
Holiday Schedule,https://www.njcourts.gov/court-holidays-and-recesses-2025-2026,NJ,state,all,Group: NJ State
Local Rules and Standing Orders,https://www.ndd.uscourts.gov/court-info/local-rules-and-orders,ND,federal,all,Group: ND USDC
Local Rules (PDF),https://www.ndd.uscourts.gov/lci/Local_Rules.pdf,ND,federal,all,Group: ND USDC
Home Page (News),https://www.ndd.uscourts.gov/,ND,federal,all,Group: ND USDC
North Dakota Judicial Branch,https://www.ndcourts.gov/,ND,state,all,Group: ND State
North Dakota Secretary of State,https://www.sos.nd.gov/,ND,state,all,Group: ND State
Holiday Schedule,https://www.sos.nd.gov/state-office-holiday-closings,ND,state,all,Group: ND State
Notices,https://www.ndcourts.gov/news/north-dakota/north-dakota-supreme-court/notices,ND,state,all,Group: ND State
Rules of Court,https://www.supremecourt.ohio.gov/laws-rules/ohio-rules-of-court/,OH,appellate,all,Replaced old Ohio Supreme Court link that was changed | Group: OH State
Holiday Schedule,https://www.supremecourt.ohio.gov/opinions-cases/clerk-of-court/office/holiday-filing-rule/,OH,appellate,all,Group: OH State
Ohio Judicial Branch,https://www.supremecourt.ohio.gov/,OH,appellate,all,Group: OH State
Guam - Rules of Procedure (PDF),https://www.guamcourts.gov/sites/default/files/Local-Rules_2025-10-13.pdf,,state,all,Group: Territories Superior Courts
Guam - Rules of Procedure,https://www.guamcourts.gov/courts-council/superior-court/rules-procedure,,state,all,Group: Territories Superior Courts
Virgin Islands - Rules of Procedure (PDF),https://www.vicourts.org/common/pages/DisplayFile.aspx?itemId=15913409,,state,all,Group: Territories Superior Courts
American Samoa - Rules of Procedure,https://asbar.org/court-rule/rules-of-civil-procedure/,,state,all,Group: Territories Superior Courts
Northern Mariana Islands - Local Rules,https://www.nmid.uscourts.gov/local-and-federal-rules,,federal,all,Group: Territories USDC
Northern Mariana Islands - Holiday Schedule,https://www.nmid.uscourts.gov/holiday-schedule,,federal,all,Group: Territories USDC
Northern Mariana Islands - Home Page (News),https://www.nmid.uscourts.gov/,,federal,all,Group: Territories USDC
Virgin Islands - Home Page (News),https://www.vid.uscourts.gov/,,federal,all,Group: Territories USDC
Virgin Islands - Local Rules,https://www.vid.uscourts.gov/court-info/local-rules-and-orders/local-rules/,,federal,all,Group: Territories USDC
Virgin Islands - Holiday Schedule,https://www.vid.uscourts.gov/court-info/court-holidays,,federal,all,Group: Territories USDC
Puerto Rico - Home Page (News),https://www.prd.uscourts.gov/,,federal,all,Group: Territories USDC
Puerto Rico - Local Rules,https://www.prd.uscourts.gov/court-info/local-rules-and-orders/local-rules,,federal,all,Group: Territories USDC
Guam - Home Page (News),https://www.gud.uscourts.gov/,,federal,all,Group: Territories USDC
Guam - Local Rules,https://www.gud.uscourts.gov/Local_Rules_of_Practice,,federal,all,Group: Territories USDC
Guam - Holiday Schedule,https://www.gud.uscourts.gov/holidays,,federal,all,Group: Territories USDC
Local Rules,https://www.rid.uscourts.gov/local-rules-and-procedures,RI,federal,all,Group: RI USDC
Holiday Schedule,https://www.rid.uscourts.gov/court-holidays,RI,federal,all,Group: RI USDC
Home Page (News),https://www.rid.uscourts.gov/,RI,federal,all,Group: RI USDC
South Carolina Legislature,https://www.scstatehouse.gov/,SC,state,all,Group: SC State
Court Office Closures,https://ujs.sd.gov/closure/,SD,state,all,Group: SD State
South Dakota Judicial Branch,https://ujs.sd.gov/,SD,state,all,Group: SD State
South Dakota Legislature,https://sdlegislature.gov/,SD,state,all,Group: SD State
Rules of Civil Procedure,https://sdlegislature.gov/Statutes/15,SD,state,all,Group: SD State
Local Rules,https://www.sdd.uscourts.gov/LocalRulesCivil,SD,federal,all,Group: SD USDC
Home Page (News),https://www.sdd.uscourts.gov/,SD,federal,all,Group: SD USDC
Proposed Rules and Amendments,https://www.tncourts.gov/rules/proposed/,TN,state,all,Group: TN State
Archived Rules and Amendments,https://www.tncourts.gov/rules/proposed/archive,TN,state,all,Group: TN State
Tennessee Judicial Branch,https://www.tncourts.gov/,TN,state,all,Group: TN State
Tennessee State Government,https://www.tn.gov/,TN,state,all,Group: TN State
Holiday Schedule,https://www.tn.gov/about-tn/state-holidays.html,TN,state,all,Group: TN State
Eastern District - Holiday Schedule,https://www.tned.uscourts.gov/court-holidays,TN,federal,all,Group: TN USDC
Eastern District - Local Rules,https://www.tned.uscourts.gov/local-rules,TN,federal,all,Group: TN USDC
Eastern District - Home Page (News),https://www.tned.uscourts.gov/,TN,federal,all,Group: TN USDC
Middle District - Home Page (News),https://www.tnmd.uscourts.gov/,TN,federal,all,Group: TN USDC
Middle District - Administrative Orders,https://www.tnmd.uscourts.gov/administrative-orders,TN,federal,all,Group: TN USDC
Middle District - Holiday Schedule,https://www.tnmd.uscourts.gov/hours-and-holidays,TN,federal,all,Group: TN USDC
Western District - Home Page (News),https://www.tnwd.uscourts.gov/,TN,federal,all,Group: TN USDC
Western District - Administrative Orders,https://www.tnwd.uscourts.gov/administrative-orders,TN,federal,all,Group: TN USDC
Approved Court Rules,https://www.utcourts.gov/utc/rules-approved/,UT,state,all,Group: UT State
Holiday Schedule,https://www.utcourts.gov/lawlibrary/holidays.html,UT,state,all,Group: UT State
Utah Judicial Branch,https://www.utcourts.gov/,UT,state,all,Group: UT State
Local Rules,https://www.vtd.uscourts.gov/court-info/local-rules-and-orders,VT,federal,all,Group: VT USDC
Holiday Schedule,https://www.vtd.uscourts.gov/court-info/court-holidays,VT,federal,all,Group: VT USDC
Home Page (News),https://www.vtd.uscourts.gov/,VT,federal,all,Group: VT USDC
Promulgated Rules,https://www.vermontjudiciary.org/attorneys/rules/promulgated,VT,state,all,Group: VT State
Vermont Judicial Branch,https://www.vtcourts.gov/,VT,state,all,Group: VT State
Department of Human Resources,https://humanresources.vermont.gov/,VT,state,all,Group: VT State
Holiday Schedule,https://humanresources.vermont.gov/benefits-wellness/holiday-schedule,VT,state,all,Group: VT State
Rule Amendments,https://www.courts.state.va.us/courts/scv/amendments_tracked/home.html,VA,state,all,Group: VA State
Virginia Judicial Branch,https://www.courts.state.va.us/,VA,state,all,Group: VA State
Legislative Information System,https://law.lis.virginia.gov/,VA,state,all,Group: VA State
Holiday Schedule,https://law.lis.virginia.gov/vacode/title2.2/chapter33/section2.2-3300/,VA,state,all,Group: VA State
Recent Rule Orders,http://www.courtswv.gov/legal-community/court-rules/recent-rules-orders,WV,state,all,Group: WV State
West Virginia Judicial Branch,https://www.courtswv.gov/,WV,state,all,Group: WV State
West Virginia Legislature,https://www.wvlegislature.gov/,WV,state,all,Group: WV State
Orders,https://www.wicourts.gov/scrules/orders.htm,WI,state,all,Group: WI State
Current Rules,https://www.wicourts.gov/supreme/sc_rules.jsp,WI,state,all,Group: WI State
Wisconsin Judicial Branch,https://www.wicourts.gov/,WI,state,all,Group: WI State
Division of Personnel Management,https://dpm.wi.gov/Pages/home.aspx,WI,state,all,Group: WI State
Holiday Schedule,https://dpm.wi.gov/Pages/How_Do_I/seeStateHolidays.aspx,WI,state,all,Group: WI State
Wyoming Judicial Branch,https://www.wyocourts.gov/,WY,state,all,Group: WY State
Court Rules,https://www.wyocourts.gov/court-rules/,WY,state,all,Group: WY State
Rule Amendments,https://www.wyocourts.gov/rule-amendments/,WY,state,all,Group: WY State
Wyoming Secretary of State,https://sos.wyo.gov/,WY,state,all,Group: WY State
Holiday Schedule,https://sos.wyo.gov/holiday.aspx,WY,state,all,Group: WY State
Local Rules and Orders,https://www.dcd.uscourts.gov/court-info/local-rules-and-orders/local-rules,DC,federal,all,Group: DC USDC
Holidays,https://www.dcd.uscourts.gov/court-info/court-holidays,DC,federal,all,Group: DC USDC
Home Page (News),https://www.dcd.uscourts.gov/,DC,federal,all,Group: DC USDC
Holiday Schedule,https://www.courts.wa.gov/appellate_trial_courts/?fa=atc.closing,WA,appellate,all,Group: WA Superior Courts
Okanogan - Local Rules (PDF),https://www.courts.wa.gov/court_rules/pdf/LCR/24/SUP/LCR_Okanogan_SUP.pdf,WA,state,all,Group: WA Superior Courts
Superior Court Civil Arbitration Rules,https://www.courts.wa.gov/court_rules/?fa=court_rules.list&group=sup&set=SCCAR,WA,state,all,Group: WA Superior Courts
Spokane - Local Rules,https://www.spokanecounty.gov/1675/Local-Court-Notices-Resources-Rules,WA,state,all,Group: WA Superior Courts
Thurston - Local Rules,https://www.thurstoncountywa.gov/departments/superior-court/court-rules,WA,state,all,Group: WA Superior Courts
Adams - Local Rules,https://www.co.adams.wa.us/537/Local-Court-Rules,WA,state,all,Group: WA Superior Courts
Asotin - Local Rules,https://www.asotincountywa.gov/400/LOCAL-COURT-RULES,WA,state,all,Group: WA Superior Courts
Chelan - Local Rules,https://www.co.chelan.wa.us/clerk/pages/resources-court-clerk,WA,state,all,Group: WA Superior Courts
Clallam - Local Rules,https://www.clallamcountywa.gov/502/Superior-Court,WA,state,all,Group: WA Superior Courts
Cowlitz - Local Rules,https://www.cowlitzsuperiorcourt.us/local-court-rules,WA,state,all,Group: WA Superior Courts
Douglas - Local Rules,https://www.douglascountywa.net/349/Court-Rules-State-Laws,WA,state,all,Group: WA Superior Courts
Ferry - Local Rules,https://www.ferry-county.com/law_and_justice/county_clerk.php,WA,state,all,Group: WA Superior Courts
Grays Harbor - Local Rules,https://www.graysharbor.us/government/superior_court/local_court_rules.php,WA,state,all,Group: WA Superior Courts
Island - Local Rules,https://www.islandcountywa.gov/220/Superior-Court,WA,state,all,Group: WA Superior Courts
Jefferson - Local Rules,https://www.co.jefferson.wa.us/321/Local-Court-Rules,WA,state,all,Group: WA Superior Courts
Kitsap - Local Rules,https://www.kitsap.gov/sc/Pages/default.aspx,WA,state,all,Group: WA Superior Courts
Kittitas - Local Rules,https://www.co.kittitas.wa.us/clerk/rules.aspx,WA,state,all,Group: WA Superior Courts
Klickitat - Local Rules,https://www.klickitatcounty.gov/877/Superior-Court,WA,state,all,Group: WA Superior Courts
Lewis - Local Rules,https://lewiscountywa.gov/offices/superior-court/local-court-rules/,WA,state,all,Group: WA Superior Courts
Lincoln - Local Rules,https://www.lincolncountywa.com/207/Washington-State-Court-Forms,WA,state,all,Group: WA Superior Courts
San Juan - Local Rules,https://www.sanjuancountywa.gov/1018/Court-Rules,WA,state,all,Group: WA Superior Courts
Skagit - Local Rules,https://www.skagitcounty.net/Departments/superiorcourt/main.htm,WA,state,all,Group: WA Superior Courts
Snohomish - Local Rules,https://snohomishcountywa.gov/5817/Local-Court-Rules,WA,state,all,Group: WA Superior Courts
Walla Walla - Local Rules,https://www.wwcowa.gov/government/superior_court/local_court_rules.php,WA,state,all,Group: WA Superior Courts
Yakima - Local Rules,https://www.yakimacounty.us/2457/Current-Local-Rules,WA,state,all,Group: WA Superior Courts
Okanogan - Local Rules,https://www.okanogancounty.gov/189/Superior-Court,WA,state,all,Group: WA Superior Courts
Pacific - Local Rules,https://pacificcountysuperiorcourt.com/lcrs,WA,state,all,Group: WA Superior Courts
Pierce - Local Rules,https://www.piercecountywa.gov/1195/Local-Rules,WA,state,all,Group: WA Superior Courts
Whatcom - Local Rules,https://www.whatcomcounty.us/413/Superior-Court,WA,state,all,Group: WA Superior Courts
Clark - Local Rules,https://clark.wa.gov/superior-court/local-rules,WA,state,all,Group: WA Superior Courts
King - Local Rules,https://kingcounty.gov/en/dept/dja/courts-jails-legal-system/superior-court-local-rules,WA,state,all,Group: WA Superior Courts
Rhode Island Judicial Branch,https://www.courts.ri.gov/Pages/default.aspx,RI,state,all,Group: RI State
Holiday Schedule,https://www.pacourts.us/courts/supreme-court/calendar,PA,state,all,Group: PA State
Orphans' Court Rules (PDF),https://www.pacourts.us/assets/opinions/supreme/out/682spct-attach.pdf,PA,state,all,Group: PA State
Pennsylvania Judicial Branch,https://www.pacourts.us/,PA,state,all,Group: PA State
Rules of Practice for the Superior and District Courts,https://www.nccourts.gov/courts/supreme-court/court-rules/general-rules-of-practice-for-the-superior-and-district-courts,NC,state,all,Group: NC District Courts
Wake - 10th District Local Rules,https://www.nccourts.gov/locations/wake-county/wake-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Cherokee - 43rd District Local Rules,https://www.nccourts.gov/locations/cherokee-county/cherokee-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
McDowell - 41st District Local Rules,https://www.nccourts.gov/locations/mcdowell-county/mcdowell-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Buncombe - 40th District Local Rules,https://www.nccourts.gov/locations/buncombe-county/buncombe-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Camden - 1st District Local Rules,https://www.nccourts.gov/locations/camden-county/camden-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Beaufort - 2nd District Local Rules,https://www.nccourts.gov/locations/beaufort-county/beaufort-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Pitt - 3rd District Local Rules,https://www.nccourts.gov/locations/pitt-county/pitt-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Carteret - 4th District Local Rules,https://www.nccourts.gov/locations/carteret-county/carteret-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Duplin - 5th District Local Rules,https://www.nccourts.gov/locations/duplin-county/duplin-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Cleveland - 39th District Local Rules,https://www.nccourts.gov/locations/cleveland-county/cleveland-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Gaston - 38th District Local Rules,https://www.nccourts.gov/locations/gaston-county/gaston-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Randolph - 37th District Local Rules,https://www.nccourts.gov/locations/randolph-county/randolph-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Avery - 35th District Local Rules,https://www.nccourts.gov/locations/avery-county/avery-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Alleghany - 34th District Local Rules,https://www.nccourts.gov/locations/alleghany-county/alleghany-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
New Hanover - 6th District Local Rules,https://www.nccourts.gov/locations/new-hanover-county/new-hanover-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Bertie - 7B District Local Rules,https://www.nccourts.gov/locations/bertie-county/bertie-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Nash - 8th District Local Rules,https://www.nccourts.gov/locations/nash-county/nash-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Greene - 9th District Local Rules,https://www.nccourts.gov/locations/greene-county/greene-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Hoke - 29th District Local Rules,https://www.nccourts.gov/locations/hoke-county/hoke-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Davidson - 33rd District Local Rules,https://www.nccourts.gov/locations/davidson-county/davidson-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Forsyth - 31st District Local Rules,https://www.nccourts.gov/locations/forsyth-county/forsyth-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Union - 30th District Local Rules,https://www.nccourts.gov/locations/union-county/union-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
District Court - Home Page,https://www.nccourts.gov/courts/district-court,NC,state,all,Group: NC District Courts
Halifax - 7A District Local Rules,https://www.nccourts.gov/locations/halifax-county/halifax-county-local-rules-and-forms,NC,state,all,Group: NC District Courts
Holiday Schedule,https://mdcourts.gov/administration/holidays,MD,state,all,Group: MD State
Proposed Rule Changes,https://mdcourts.gov/rules/ruleschanges,MD,state,all,Group: MD State
Administrative Orders,https://mdcourts.gov/adminorderscourts,MD,state,all,Group: MD State
Maryland Judicial Branch,https://mdcourts.gov/,MD,state,all,Group: MD State
Southern District - Holiday Schedule,https://www.iasd.uscourts.gov/court-info/court-holidays,IA,federal,all,Group: IA USDC
Southern District - Home Page (News),https://www.iasd.uscourts.gov/,IA,federal,all,Group: IA USDC
Northern District - Home Page (News),https://www.iand.uscourts.gov/,IA,federal,all,Group: IA USDC
Northern District - Local Rules,https://www.iand.uscourts.gov/local-rules-and-orders,IA,federal,all,Group: IA USDC
Northern District - Holiday Schedule,https://www.iand.uscourts.gov/court-info,IA,federal,all,Group: IA USDC
Federal Court Rules,https://laws-lois.justice.gc.ca/eng/regulations/sor-98-106/fulltext.html,,state,all,Group: Canada General
Specific Claims Tribunal Rules of Practice and Procedure,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2011-119/index.html,,state,all,Group: Canada General
Government of Canada,https://laws-lois.justice.gc.ca/eng/index.html,,state,all,Group: Canada General
Public Holiday Schedule,https://www.canada.ca/en/revenue-agency/services/tax/public-holidays.html,,state,all,Group: Canada General
Holiday Schedule,https://canada-holidays.ca/,,state,all,Group: Canada General
Oklahoma Legislature,https://www.oklegislature.gov/,OK,state,all,Group: OK State
Oklahoma Secretary of State,https://www.sos.ok.gov/,OK,state,all,Group: OK State
Holiday Schedule,https://www.sos.ok.gov/home/holidays.aspx,OK,state,all,Group: OK State
Oklahoma Statutes,https://www.oklegislature.gov/osStatuesTitle.aspx,OK,state,all,Group: OK State
Arizona Judicial Branch,https://www.azcourts.gov/,AZ,state,all,Group: AZ State
Holiday Schedule,https://www.azleg.gov/viewdocument/?docName=https://www.azleg.gov/ars/1/00301.htm,AZ,state,all,Group: AZ State
Revised Statutes - Title 12 (Civil Proceedings),https://www.azleg.gov/arsDetail/?title=12,AZ,state,all,Group: AZ State
Rules of Civil Procedure - Recent Amendments,https://www.azcourts.gov/rules/RecentAmendments/RulesofCivilProcedure.aspx,AZ,state,all,Group: AZ State
Rule Amendments from Recent Rules Agenda,https://www.azcourts.gov/rules/RuleAmendmentsfromRecentRulesAgenda(s).aspx,AZ,state,all,Group: AZ State
Revised Statutes - Title 14 (Probate),https://www.azleg.gov/arsDetail/?title=14,AZ,state,all,Group: AZ State
